Geneid,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_31.bam,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_32.bam,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_33.bam,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_38.bam,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_40.bam,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_41.bam,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_42.bam,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_43.bam,/scratch1/shakilma/gene_expression_pro/hisat2/carcinoma_44.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_49.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_50.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_51.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_52.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_53.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_54.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_55.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_56.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_57.bam,/scratch1/shakilma/gene_expression_pro/hisat2/normal_58.bam
ENSG00000166704,435,355,571,497,516,475,569,510,343,119,129,176,45,114,374,185,319,252,369
ENSG00000186017,171,103,192,145,131,216,212,209,188,60,61,60,39,43,99,63,61,89,86
ENSG00000197647,137,83,163,188,119,142,133,178,139,45,45,70,47,52,113,109,83,41,90
ENSG00000131126,2,0,3,2,3,3,1,3,0,0,0,0,0,0,0,29,2,0,0
ENSG00000124466,253,95,216,306,441,370,319,256,101,38,27,48,44,44,255,538,385,238,363
ENSG00000176531,675,303,767,1317,825,1060,866,694,246,80,135,166,65,42,615,557,906,587,718
ENSG00000105755,532,169,605,902,846,836,770,454,370,98,117,88,46,80,497,844,890,547,659
ENSG00000176472,56,28,47,62,60,68,61,39,49,16,16,15,6,5,73,32,60,75,78
ENSG00000134815,771,228,851,842,958,1051,778,867,552,101,74,126,63,54,678,1199,584,567,941
ENSG00000105419,386,29,565,458,820,368,333,460,301,121,42,46,50,59,242,782,888,522,566
ENSG00000118160,48,6,59,50,221,68,21,13,104,40,16,2,5,10,170,75,115,129,510
ENSG00000287896,6,3,10,17,21,16,10,9,4,0,0,1,3,0,10,9,18,4,20
ENSG00000118162,179,56,147,183,209,244,216,138,83,32,27,35,15,11,173,174,146,105,341
ENSG00000105402,2642,910,2526,2729,3453,2518,2148,2390,1536,391,509,411,206,236,2375,2006,3067,1744,3407
ENSG00000279861,144,40,135,108,165,155,99,113,101,20,30,21,19,19,110,73,121,88,127
ENSG00000118156,11,3,15,12,14,6,17,3,9,1,0,0,0,0,5,6,5,19,17
ENSG00000276588,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179168,30,0,17,13,17,26,12,26,19,0,0,1,5,0,25,33,13,14,9
ENSG00000267090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188766,107,11,45,74,97,93,66,93,143,28,18,8,11,4,64,132,27,39,41
ENSG00000189190,229,90,250,171,153,257,258,317,202,83,47,73,46,62,115,167,129,134,263
ENSG00000182986,1238,639,1125,908,955,1305,1302,1287,820,235,312,360,133,193,603,521,454,521,966
ENSG00000268480,0,0,3,2,0,4,2,0,0,0,0,2,0,0,2,2,0,0,1
ENSG00000179846,24,5,45,50,151,107,35,36,34,8,5,5,6,8,93,40,111,73,151
ENSG00000228674,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0
ENSG00000167754,0,1,2,0,0,0,0,6,29,8,1,3,0,0,6,0,0,22,5
ENSG00000269495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167755,0,0,0,0,5,1,0,0,30,0,3,0,2,0,0,2,0,1,12
ENSG00000279676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000169035,0,0,2,1,0,5,0,0,8,7,4,0,0,1,2,0,1,18,0
ENSG00000179134,2256,877,2318,2921,3318,3026,2895,2555,3086,533,473,398,252,283,2524,2730,2552,2139,3169
ENSG00000125734,1656,672,1413,1962,2441,2184,1797,1502,1354,317,265,299,191,172,1432,2187,2150,1515,1960
ENSG00000254415,30,10,0,49,19,56,87,34,108,20,0,2,19,7,21,277,8,89,19
ENSG00000105261,3,3,2,0,2,2,1,0,1,0,0,0,0,0,3,7,1,1,1
ENSG00000126251,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000099625,23,3,20,23,31,78,8,38,61,9,10,0,6,2,11,244,22,80,67
ENSG00000213793,664,379,795,692,828,608,784,697,382,247,161,241,103,124,413,412,358,264,579
ENSG00000170909,43,8,44,37,22,80,53,53,60,10,14,5,19,6,20,259,13,48,17
ENSG00000130244,432,136,465,607,648,589,546,615,315,79,63,70,55,44,494,400,507,362,461
ENSG00000161888,15,15,43,12,20,47,61,22,32,1,1,8,3,1,14,44,18,22,15
ENSG00000167749,15534,6638,11655,27672,16164,19283,19833,8976,3455,992,1421,6247,506,1811,9317,5413,25383,12611,14672
ENSG00000267879,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000288731,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267605,36,15,80,88,12,17,28,12,15,4,6,3,0,1,24,16,19,12,17
ENSG00000264515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000289254,1,0,2,1,1,1,3,2,0,0,0,1,1,0,4,1,0,0,1
ENSG00000288790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231412,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0
ENSG00000289333,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000289115,4,2,4,4,3,5,2,8,0,2,0,0,2,0,0,1,0,0,4
ENSG00000289030,0,1,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1
ENSG00000267262,3,3,0,4,8,2,1,6,0,0,1,0,5,2,0,2,4,5,6
ENSG00000267698,2,10,9,4,10,9,10,6,4,0,0,3,0,1,6,2,1,4,10
ENSG00000186019,13,5,11,20,12,15,16,12,17,5,2,0,0,4,11,7,3,4,7
ENSG00000288827,61,19,73,63,57,91,68,49,42,9,16,27,9,5,45,30,16,27,57
ENSG00000269416,4,0,0,0,3,3,1,0,4,5,0,0,2,0,1,1,2,1,2
ENSG00000288815,25,8,25,29,16,27,21,23,8,0,7,8,0,2,27,10,9,16,17
ENSG00000130669,2559,867,2849,3005,4156,2774,3004,2201,1070,304,297,466,156,180,2777,1954,3812,1861,3865
ENSG00000167618,6,0,4,13,3,9,6,5,18,2,3,2,2,0,3,17,3,7,0
ENSG00000213016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235181,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000239998,35,0,17,23,19,24,45,25,50,7,2,0,21,2,19,216,14,23,7
ENSG00000269271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000104974,9,4,20,23,13,27,35,29,34,6,4,6,11,6,9,235,14,16,10
ENSG00000238094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000104972,78,28,70,118,56,113,176,112,202,32,34,24,53,5,39,890,44,144,80
ENSG00000224730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000277636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225370,0,0,3,1,0,0,3,0,2,0,0,1,0,0,0,2,0,4,0
ENSG00000186152,2,0,0,2,3,2,0,1,0,0,0,0,0,0,0,9,0,0,0
ENSG00000228790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000215765,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000125498,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000264257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240403,2,3,2,0,0,6,8,0,0,0,2,0,0,0,2,0,0,0,0
ENSG00000199308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186431,4,0,4,5,2,8,0,2,14,6,1,0,7,2,0,78,0,4,2
ENSG00000268734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186818,191,43,84,162,76,216,186,135,364,61,49,20,60,5,78,335,22,129,59
ENSG00000105185,382,183,607,360,329,558,435,536,503,144,161,160,121,95,306,525,235,293,296
ENSG00000105186,943,470,1043,1186,1300,1116,1129,971,1412,228,284,239,125,219,975,675,943,750,1410
ENSG00000201388,1,0,2,4,3,1,5,0,1,0,0,0,0,0,0,0,1,0,1
ENSG00000242325,2,2,4,0,4,0,2,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000242436,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000267557,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0
ENSG00000186326,10,2,15,12,21,13,6,3,9,2,2,4,2,4,13,14,20,10,22
ENSG00000213965,373,195,472,614,465,540,550,439,298,103,143,97,38,58,232,263,547,205,337
ENSG00000267567,0,1,1,0,0,3,0,0,0,0,0,0,0,0,1,1,0,2,1
ENSG00000173809,8,2,3,4,65,5,13,8,4,28,2,0,5,2,18,4,0,4,78
ENSG00000267245,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0,3
ENSG00000021488,25,2,14,24,40,21,20,20,21,2,4,5,4,4,37,12,8,27,37
ENSG00000267555,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2
ENSG00000201967,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,2,1,0,2
ENSG00000223060,1,0,7,2,1,2,1,4,6,0,1,1,0,0,4,1,1,0,0
ENSG00000179709,9,2,38,11,0,9,24,16,2,0,2,3,0,1,10,2,4,5,6
ENSG00000171487,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000197213,2,0,0,0,2,2,0,0,0,0,1,0,0,1,0,1,0,2,0
ENSG00000268889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000213822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269553,3,2,0,5,1,4,2,1,5,0,2,1,0,0,1,4,0,2,0
ENSG00000284034,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000126266,0,0,4,0,4,6,2,1,8,2,0,0,2,0,0,2,0,0,6
ENSG00000276980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000125730,6040,1428,3804,3568,1604,6622,3126,9797,19792,2900,1555,1126,5138,171,1656,51812,1700,9302,2639
ENSG00000224910,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ENSG00000267626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249115,402,187,370,350,612,641,533,494,441,97,57,105,56,39,528,511,425,344,538
ENSG00000126254,753,291,853,1118,1354,1026,944,688,935,152,111,144,84,104,906,1062,1323,825,1163
ENSG00000105672,18,12,24,15,22,21,17,14,5,5,0,4,0,2,17,17,21,18,16
ENSG00000126267,1887,760,2119,2075,1982,2331,1784,2033,1618,377,363,447,228,192,1456,1832,1795,1320,1825
ENSG00000105668,182,9,63,40,259,30,10,11,187,28,7,6,41,49,170,32,321,46,80
ENSG00000226510,4,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0
ENSG00000102575,652,491,413,425,992,1538,551,413,616,151,222,263,216,65,732,1163,618,691,1195
ENSG00000278617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000129455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000175221,1530,537,1829,2318,2291,1925,1792,1966,1455,183,229,250,159,147,1944,2366,2746,1679,2619
ENSG00000207507,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000172232,0,0,2,2,3,5,5,5,1,0,2,0,2,0,10,5,4,0,5
ENSG00000196415,4,0,0,2,0,2,2,3,0,0,0,2,0,0,0,2,0,2,0
ENSG00000268500,9,3,19,6,10,13,18,13,32,0,9,2,3,0,9,29,0,16,1
ENSG00000174562,193,54,42,177,46,111,96,7,14,2,13,52,2,8,42,8,51,32,71
ENSG00000167595,375,143,428,563,629,514,398,480,481,113,112,88,57,52,343,575,389,355,405
ENSG00000267631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225950,64,13,32,50,213,108,56,80,60,17,17,7,22,4,105,191,124,111,200
ENSG00000105251,2,0,7,2,2,2,2,2,0,0,0,0,10,0,0,37,0,5,0
ENSG00000167664,9,0,2,5,6,1,6,2,4,0,2,2,0,2,0,13,2,9,2
ENSG00000105255,18,4,10,4,4,16,27,6,29,6,6,3,2,2,10,20,6,19,21
ENSG00000178297,33,17,57,72,133,55,29,40,85,9,10,5,8,1,93,61,95,55,93
ENSG00000198858,1016,282,1070,1207,1208,1213,871,895,816,126,171,175,167,105,810,2088,1132,763,869
ENSG00000116014,0,0,12,0,0,5,0,10,2,0,0,0,0,0,6,2,0,0,0
ENSG00000267159,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1
ENSG00000197561,6,2,6,14,14,20,30,21,19,2,0,2,1,3,6,18,17,16,13
ENSG00000089639,511,106,433,607,487,535,582,455,464,88,108,112,62,21,376,947,341,423,398
ENSG00000105726,2293,790,2871,3013,2466,2999,2301,2662,1641,277,300,416,149,144,2229,2869,2623,1969,2677
ENSG00000181896,171,83,239,216,184,260,242,178,273,48,82,73,49,36,81,206,76,129,111
ENSG00000271283,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
ENSG00000270402,0,0,2,0,0,1,2,0,1,0,0,0,0,0,0,1,0,1,2
ENSG00000105708,228,102,230,133,181,147,222,229,228,59,61,62,47,52,93,89,137,115,127
ENSG00000064547,683,156,653,1143,946,887,717,1101,331,96,86,120,69,48,711,874,721,561,873
ENSG00000125744,107,35,166,129,316,183,150,216,295,48,29,17,32,36,198,287,325,192,258
ENSG00000213889,8,2,21,2,6,10,15,2,37,2,4,3,7,2,76,17,2,4,11
ENSG00000125741,720,255,754,757,784,950,656,672,705,136,155,172,96,82,563,789,821,498,703
ENSG00000177464,45,17,89,122,106,67,77,56,101,23,18,8,13,5,33,295,71,76,80
ENSG00000284544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000018869,92,51,100,63,56,70,77,86,73,15,17,21,9,12,49,48,55,33,51
ENSG00000196605,249,152,246,259,412,291,231,324,310,92,91,101,55,73,203,158,165,186,223
ENSG00000197766,378,126,276,463,769,1018,1187,511,1566,243,36,98,82,64,846,1568,1475,2321,2334
ENSG00000105639,351,77,318,270,260,504,540,316,1042,156,94,60,119,22,167,1387,105,675,222
ENSG00000105640,2532,458,4330,3385,2436,4253,2515,3854,2158,307,343,327,203,85,2398,3710,1713,2236,2419
ENSG00000207166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000105641,1,9,15,0,3,44,7,7,25,0,0,8,9,0,4,131,0,33,0
ENSG00000142405,36,11,86,57,0,67,22,71,7,12,2,0,5,6,13,58,4,8,2
ENSG00000289102,66,33,94,77,74,83,96,82,45,10,6,24,10,14,30,63,45,39,36
ENSG00000288953,116,37,128,105,162,129,140,85,93,12,8,28,12,21,82,112,80,49,160
ENSG00000269825,84,31,89,45,48,53,47,78,64,9,21,19,6,7,34,53,40,28,39
ENSG00000197857,553,388,716,738,616,643,655,697,697,198,185,263,102,145,391,278,323,374,427
ENSG00000189430,5,1,7,5,2,0,6,0,7,1,2,0,1,0,1,4,2,0,0
ENSG00000275012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000022556,783,405,2,136,23,956,2,1642,269,82,1,196,54,49,206,543,298,277,6
ENSG00000243494,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
ENSG00000267149,5,4,7,0,4,14,0,16,0,0,1,6,0,0,4,2,1,2,1
ENSG00000160439,628,289,714,833,845,764,803,719,525,104,130,178,62,82,517,652,631,476,601
ENSG00000189013,2,0,2,4,0,0,2,1,0,0,0,0,1,0,4,6,0,0,2
ENSG00000268238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000124440,258,58,211,172,504,245,366,190,1087,115,81,46,69,104,720,111,317,537,956
ENSG00000199796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000269124,6,0,3,3,5,1,3,0,8,0,2,1,0,1,4,0,1,2,5
ENSG00000011485,1209,449,1273,1430,1410,1427,1398,1394,1057,198,235,206,123,148,1191,1122,1305,950,1323
ENSG00000268810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000169515,202,54,117,154,295,248,312,237,503,98,43,34,54,29,367,203,223,283,563
ENSG00000189348,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000180532,0,1,3,0,5,0,2,4,4,6,0,2,0,2,7,13,0,2,8
ENSG00000268536,4,0,0,2,4,0,4,0,0,0,0,0,0,0,2,4,0,0,6
ENSG00000141965,40,16,21,68,98,89,48,95,93,10,7,8,16,9,66,99,93,58,74
ENSG00000269604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000127666,431,90,375,472,437,515,382,452,457,65,71,69,65,38,323,907,446,344,352
ENSG00000267484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000105355,1049,287,768,1424,1404,1210,1094,962,1102,192,148,160,109,91,1049,1594,1909,1144,1552
ENSG00000205784,5,0,2,15,11,24,14,8,15,3,2,5,1,0,8,28,2,13,9
ENSG00000276043,52,13,58,25,30,74,57,33,47,9,8,6,9,0,20,64,16,33,9
ENSG00000267059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000127540,537,161,533,365,526,671,659,444,548,109,113,173,64,77,514,546,599,371,601
ENSG00000263409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252933,2,0,2,1,2,0,2,4,2,0,0,0,0,0,2,0,3,1,1
ENSG00000171124,1,3,3,2,18,15,15,4,11,0,1,0,10,3,17,63,6,4,9
ENSG00000289539,22,16,16,16,15,24,15,20,8,4,4,8,0,2,8,16,14,8,9
ENSG00000240626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277013,44,8,31,56,63,55,42,27,59,14,9,8,0,9,63,33,39,40,41
ENSG00000166359,36,11,32,34,40,49,29,30,26,13,7,7,6,8,23,13,23,28,27
ENSG00000289378,37,11,52,65,77,73,55,67,63,2,11,7,9,2,87,24,67,61,99
ENSG00000130881,1382,370,1434,2051,1877,1681,1593,1619,1232,159,147,177,114,109,1559,1187,2358,1607,2373
ENSG00000267054,0,0,1,0,1,1,1,1,2,2,0,0,0,0,0,0,0,1,0
ENSG00000273420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000130876,4,0,10,5,4,0,28,0,2,0,2,0,0,0,2,0,4,0,2
ENSG00000267714,0,0,2,3,2,2,4,0,1,0,0,0,0,0,2,2,0,1,4
ENSG00000270212,0,0,0,0,2,1,0,1,0,0,0,2,0,0,6,0,0,2,2
ENSG00000267580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267296,187,72,98,199,277,300,152,123,106,24,38,55,9,28,183,98,208,149,241
ENSG00000267130,6,3,2,9,6,8,6,4,6,1,0,1,2,1,6,3,12,5,10
ENSG00000243864,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000266899,5,0,3,0,0,5,0,4,1,1,0,1,2,2,3,3,1,1,4
ENSG00000153879,499,284,465,574,565,651,468,410,609,189,165,194,125,124,338,462,372,319,329
ENSG00000266985,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232429,2,2,0,1,4,1,5,1,1,3,2,3,1,2,1,4,0,6,0
ENSG00000104904,4408,1540,4599,4628,4664,5411,4216,3717,4469,980,1019,851,570,455,3591,5214,2917,3472,4202
ENSG00000273734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188305,13,2,4,8,12,9,24,8,27,4,6,3,6,0,19,35,16,14,15
ENSG00000288156,15,8,55,41,39,40,62,60,61,6,11,7,10,5,12,84,34,55,17
ENSG00000220008,27,5,26,48,19,46,44,46,21,6,1,9,2,2,39,72,29,60,25
ENSG00000250799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
ENSG00000229833,124,68,167,167,179,235,251,168,111,19,30,34,21,22,98,139,132,86,108
ENSG00000076944,1143,492,1133,1522,1262,1273,1454,1875,507,146,194,231,111,121,1124,1906,1762,1141,1845
ENSG00000124299,993,345,1083,1154,1291,1103,1168,803,1089,184,223,184,147,138,1068,1363,1617,1098,1586
ENSG00000177558,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
ENSG00000262497,5,2,3,0,0,2,2,0,3,2,0,0,0,0,0,2,2,0,3
ENSG00000271366,14,19,14,26,20,20,13,13,5,2,9,3,3,4,3,24,3,11,6
ENSG00000268947,49,26,75,65,91,77,71,83,37,5,9,17,6,2,46,45,41,43,35
ENSG00000288942,0,1,0,1,2,0,0,1,1,0,0,1,0,0,3,1,5,3,0
ENSG00000105698,1958,734,2255,2410,3108,2711,2430,2318,2009,380,417,329,232,212,2354,2323,2250,1975,2955
ENSG00000105697,13,4,8,6,6,15,10,13,114,6,2,2,2,0,4,37,3,14,10
ENSG00000105695,0,0,0,0,0,4,0,0,2,0,1,0,4,0,9,0,0,9,24
ENSG00000105699,2341,837,2726,3214,2526,2405,2107,1801,920,219,351,364,157,122,1440,2672,2771,1576,1727
ENSG00000268034,13,4,37,24,28,48,52,30,33,18,16,6,4,0,22,26,12,28,10
ENSG00000269800,8,2,10,9,5,6,9,8,22,6,5,2,2,2,5,10,0,6,2
ENSG00000268355,18,8,9,20,20,25,8,25,1,0,5,3,0,0,9,6,3,7,7
ENSG00000268027,7,0,4,2,5,6,4,2,27,4,1,3,1,0,4,14,1,15,1
ENSG00000007129,7,2,21,10,16,19,13,7,59,6,8,2,3,2,10,45,6,32,7
ENSG00000280014,0,0,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000269266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000105352,9,0,7,5,6,2,8,11,4,6,2,2,3,0,2,83,6,7,2
ENSG00000268997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000007306,0,0,2,0,2,0,4,2,1,0,0,0,10,0,0,40,0,2,0
ENSG00000105388,22,19,297,31,10,22,25,10,5,3,0,18,22,0,6,341,5,1,1
ENSG00000267881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000086548,36,50,86,25,20,87,135,42,22,17,20,12,82,10,25,256,0,38,114
ENSG00000268833,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,2
ENSG00000170956,9,0,0,4,4,10,7,2,5,0,4,0,1,0,2,72,0,10,0
ENSG00000269119,4,2,4,1,5,4,5,1,2,4,0,2,1,2,3,5,0,0,2
ENSG00000278239,0,0,2,0,3,1,1,0,0,0,1,0,0,0,0,0,2,1,1
ENSG00000273111,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,3,3
ENSG00000142025,4,13,0,0,0,11,0,0,2,2,0,0,0,0,0,0,0,1,2
ENSG00000105372,7852,2128,12885,9876,8603,14468,7713,10987,6022,1431,1289,1525,887,615,6865,9298,4637,5967,6267
ENSG00000276926,2,0,2,3,1,7,1,3,2,0,0,0,0,0,0,0,1,0,0
ENSG00000268041,13,2,13,28,35,23,5,18,18,3,5,1,2,1,25,20,19,24,5
ENSG00000105404,449,137,486,600,615,494,522,524,490,98,86,76,60,35,502,761,740,571,853
ENSG00000285505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000105409,5,0,0,2,5,3,2,0,6,0,1,1,0,1,4,2,4,0,0
ENSG00000105369,48,19,66,48,20,114,55,40,159,21,38,15,5,2,3,95,2,314,2
ENSG00000289748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000126453,179,57,222,252,277,290,216,194,151,30,42,43,20,21,174,212,224,154,189
ENSG00000259108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000105612,616,302,529,537,1155,619,614,601,796,161,157,179,113,149,629,887,1152,624,934
ENSG00000267277,13,5,13,20,18,18,25,24,9,4,2,4,1,0,15,8,22,15,12
ENSG00000202357,0,1,2,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0
ENSG00000274713,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0
ENSG00000244080,2,0,0,2,0,2,4,0,1,0,0,0,1,0,0,0,0,0,0
ENSG00000130165,830,240,882,903,1015,1108,816,901,757,99,114,144,73,50,881,1202,1458,845,1294
ENSG00000105392,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,1,0
ENSG00000178928,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0
ENSG00000130475,51,20,50,48,64,83,78,78,109,15,14,12,13,3,33,136,25,117,43
ENSG00000072062,1348,489,1235,1666,2036,1696,1819,1275,2694,514,321,301,209,234,1590,1447,1134,1180,1952
ENSG00000276030,0,2,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0
ENSG00000171051,83,17,41,73,61,150,79,33,158,20,21,1,76,4,25,1349,28,118,37
ENSG00000105397,2513,873,2879,3034,3296,3796,3025,3576,2531,449,482,497,379,214,2534,4529,2670,2447,3365
ENSG00000251369,404,222,869,450,383,382,416,816,327,90,84,137,47,84,216,170,168,216,285
ENSG00000259009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
